CodFrota;descricao_especialidade;descricao_especialidadeAgrup;descricao_frota
66150;IMPLEMENTO - APLIC. INSETICIDA;IMPLEMENTO;PULVERIZADOR CIMAG PPEC 600
66151;IMPLEMENTO - APLIC. INSETICIDA;IMPLEMENTO;PULVERIZADOR CIMAG PPEC 600
66152;IMPLEMENTO - DIVERSOS;IMPLEMENTO;BETONEIRA RENTAL FORCE 400 MD4
66153;IMPLEMENTO - SUBSOLADOR/CANTERIZADOR;IMPLEMENTO;SUBSOLADOR CIVEMASA STAC SP 550
66154;IMPLEMENTO - SUBSOLADOR/CANTERIZADOR;IMPLEMENTO;SUBSOLADOR CIVEMASA STAC SP 550
66155;IMPLEMENTO - PLANTADORA CANA;IMPLEMENTO;PLANTADORA CANA DMB PCP6000
66156;IMPLEMENTO - APLIC. INSETICIDA;IMPLEMENTO;PULVERIZADOR CIMAG PPEC 600
66157;IMPLEMENTO - CARRETA AGRICOLA;IMPLEMENTO;CARRETA TRANSPORTE TUBOS
66158;IMPLEMENTO - SUBSOLADOR/CANTERIZADOR;IMPLEMENTO;SUBSOLADOR CIVEMASA STAC SP 550
66159;IMPLEMENTO - CULTIVADOR / QUEBRA LOMBO;IMPLEMENTO;CULTIVADOR DMB 2 LINHAS APLIC HERBICIDA
66160;IMPLEMENTO - CULTIVADOR / QUEBRA LOMBO;IMPLEMENTO;CULTIVADOR DMB 2 LINHAS APLIC HERBICIDA
66161;IMPLEMENTO - MOTOSSERRA;IMPLEMENTO;MOTOSSERRA STIHL MS 382
66162;IMPLEMENTO - MOTOSSERRA;IMPLEMENTO;MOTOSSERRA STIHL MS 382
66760;IMPLEMENTO - HERBIPLUS E BOMBA COSTAL;IMPLEMENTO;BOMBA PULVERIZADOR COSTAL JACTO PJH 20
67000;DRONE - APLICACAO AEREA;DRONE;DRONE DJI AGRAS T30
67001;DRONE - APLICACAO AEREA;DRONE;DRONE DJI AGRAS T10
67002;DRONE - APLICACAO AEREA;DRONE;DRONE DJI AGRAS T25
67003;DRONE - APLICACAO AEREA;DRONE;DRONE DJI AGRAS T25
67004;DRONE - DIVERSOS;DRONE;DRONE DJI MAVIC 3
67005;DRONE - DIVERSOS;DRONE;DRONE DJI MINI 3
67006;DRONE - DIVERSOS;DRONE;DRONE DJI MINI 3
68001;UTILITARIO - DIVERSOS;UTILITARIO;ADMINISTRACAO - AGRICOLA
68010;UTILITARIO - DIVERSOS;UTILITARIO;UTILITARIO - ABASTECIMENTO AUTORIZADO
68012;UTILITARIO - DIVERSOS;UTILITARIO;UTILITARIO - DANOS A TERCEIROS
68013;UTILITARIO - DIVERSOS;UTILITARIO;UTILITARIO - POSTO COMBUSTIVEL
68015;UTILITARIO - OFICINA;UTILITARIO;OFICINA - ADMINISTRATIVA
68016;UTILITARIO - OFICINA;UTILITARIO;OFICINA - CAMINHOES
68017;UTILITARIO - OFICINA;UTILITARIO;OFICINA - MAQUINAS
68018;UTILITARIO - OFICINA;UTILITARIO;OFICINA - TORNEARIA
68019;UTILITARIO - OFICINA;UTILITARIO;OFICINA - REBOQUES
68021;UTILITARIO - OFICINA;UTILITARIO;OFICINA - MANUTENCAO BASICA
68022;UTILITARIO - OFICINA;UTILITARIO;OFICINA - ELETRICA
68023;UTILITARIO - OFICINA;UTILITARIO;OFICINA - CALDEIRARIA
68024;UTILITARIO - OFICINA;UTILITARIO;OFICINA - MONTAGEM MOTORES
68025;UTILITARIO - OFICINA;UTILITARIO;OFICINA - COLHEDORA
68026;UTILITARIO - OFICINA;UTILITARIO;OFICINA - HIDRAULICA
68027;UTILITARIO - OFICINA;UTILITARIO;OFICINA - PNEUMATICA
68028;UTILITARIO - OFICINA;UTILITARIO;OFICINA - CAIXA MARCHA/DIFERENCIAL
68029;UTILITARIO - OFICINA;UTILITARIO;OFICINA - RADIADORES
68030;UTILITARIO - OFICINA;UTILITARIO;OFICINA - IMPLEMENTOS
68031;UTILITARIO - OFICINA;UTILITARIO;OFICINA - VEICULOS LEVES
68032;UTILITARIO - OFICINA;UTILITARIO;OFICINA - ONIBUS
68033;UTILITARIO - OFICINA;UTILITARIO;OFICINA - BORRACHARIA
68034;UTILITARIO - OFICINA;UTILITARIO;OFICINA - LANTERNAGEM/PINTURA
68035;UTILITARIO - OFICINA;UTILITARIO;OFICINA - IRRIGACAO
68037;UTILITARIO - OFICINA;UTILITARIO;OFICINA - MANUT BASICA COMBOIO
68038;UTILITARIO - OFICINA;UTILITARIO;OFICINA - ZONA 3
94139;VEICULO - ASSISTENCIA;VEICULO;AUTOMOVEL FIAT CRONOS DRIVE SYH-2D06
94140;VEICULO - ASSISTENCIA;VEICULO;AUTOMOVEL GM ONIX PLUS 10TATLTZ TCN-0I38
94378;VEICULO - ASSISTENCIA;VEICULO;AUTOMOVEL RENAULT KWID ZEN 2 TDK-2H66
